About once a month,"To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Hygiene,15 -- 30 minutes,Less than Rs.200,Salim,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Congested ,Any non veg dish and paneer item,8
2-3 times a month,To eat good food,Weekend for lunch,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.200 and Rs.400,China Town,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Dbdvdv,Bddhdh,8
Several times a week,To eat good food,Weekdays for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Salim,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,None,"Hyderabadi Biriyani, Chicken Basha",8
Several times a week,To eat good food,Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.400 and Rs.500,Earth plate,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,nothing as such ,Indian Dishes,8
About once a week,"To eat something different, food I don't eat often",Weekend for lunch,Variety of dishes,10 -- 15 minutes,Less than Rs.200,Yaseen,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Everything is ok,"Chicken biryani, ginger chicken, garlic chicken",9
About once a week,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.200 and Rs.400,Tara Ma,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Services,allo garlic dry,7
Several times a week,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Earth plate,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Nope,"Sizzlers , mocktails, ",9
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Affordable prices,5 -- 10 minutes,Less than Rs.200,Salim,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Cleanliness,"Ramba chicken, fried rice, biriyani",7
About once a week,To go out,Weekend for dinner,Hygiene,15 -- 30 minutes,Less than Rs.200,China Town,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,No,Mushroom garlic,8
About once a month,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Vellore Kitchen,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"In Vellore, 90% resturants are non-veg .","Panner Tikka, naan, dahi",7
Several times a week,To go out;To eat good food,Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Affordable prices,Not prepared to wait at all,Less than Rs.200,Yaseen,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Ginger chicken,10
About once a week,To eat good food,Weekend for dinner,Variety of dishes,I am prepared to wait as long as it takes,more than Rs.500,Vellore Kitchen,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,when they are crowded they are not able to manage it properly,"non-veg platter , strawberry ice cream",10
Several times a week,To eat good food,Weekdays for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,AC problems with the owner...,"garlic aalu(dry), garlic paneer, cheese paneer",8
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Bihari Dhaba,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Its not spacious,biryani kabab ,8
About once a month,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,Hygiene,10 -- 15 minutes,Between Rs.200 and Rs.400,China Town,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,The chef do not use hygienic hand covers while making and while serving. ,panner butter masala garlic naan momos,3
2-3 times a month,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,Hygiene,10 -- 15 minutes,Between Rs.200 and Rs.400,Darling barbeque,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,"Availablity of seats,Hygiene,Affordable price",9
About once a month,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Affordable prices,10 -- 15 minutes,Between Rs.200 and Rs.400,Tara Ma,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Price,"Butter chicken,naan, rambha chicken",8
2-3 times a month,"To go out;To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Hygiene,10 -- 15 minutes,Less than Rs.200,Earth plate,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,located too far from VIT Hostel,"Chili Chicken, Chicken biryani, Chicken 65",9
About once a week,To eat good food,Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,nothing,"roll,pasta,noodles",8
Several times a week,To eat good food,Weekdays for lunch;Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Yaseen,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Sometimes too oily food,"Aloo Paratha, Kadhai Paneer, Ramba Aloo",7
Several times a week,"To eat something different, food I don't eat often",Weekdays for lunch;Weekdays for dinner,A fast and friendly service,10 -- 15 minutes,Between Rs.200 and Rs.400,Hundreds,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Some times quality ,"Biryani ,starters ",7
About once a week,"To eat something different, food I don't eat often",Weekdays for lunch,Food quality (with quality ingredients),15 -- 30 minutes,Between Rs.400 and Rs.500,Bihari Dhaba,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,-,VEGETARIAN FOOD,9
About once a week,"To go out;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekdays for dinner;Weekend for dinner,Variety of dishes,5 -- 10 minutes,Between Rs.200 and Rs.400,Tara Ma,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Some dishes served are quite different and delicious.,"Chicken, chicken and chicken.",8
About once a week,To eat good food,Weekend for dinner,A fast and friendly service,5 -- 10 minutes,Between Rs.200 and Rs.400,Lalit Vihar,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Hygiene ,Food,7
Several times a week,To go out,Weekend for lunch,Hygiene,5 -- 10 minutes,Between Rs.400 and Rs.500,Vellore Kitchen,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Its small,Everything,9
Several times a week,To eat good food,Weekdays for dinner;Weekend for dinner,Variety of dishes,5 -- 10 minutes,Less than Rs.200,Salim,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Order can't be increased ,"Rambha, chicken and biryani",8
About once a month,"For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch,Hygiene,I am prepared to wait as long as it takes,more than Rs.500,Lalit Vihar,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Ntg,Ntg,9
2-3 times a month,"For special events (birthdays, Valentine's Day, etc.)",Holidays provide by VIT university,A fast and friendly service,5 -- 10 minutes,Between Rs.200 and Rs.400,Vellore Kitchen,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Nothing,Dumplings,9
About once a month,"To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Meal deals,Not prepared to wait at all,Between Rs.400 and Rs.500,Vellore Kitchen,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Nome,Naan dal makhani paneer butter masala,9
Several times a week,To go out,Weekdays for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Lalit Vihar,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,locality,Paneer Tikka Masala,8
About once a month,"To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Bihari Dhaba,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,. ,. ,5
2-3 times a month,"To eat good food;To eat something different, food I don't eat often",Weekdays for dinner;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,SLOW SERVICE,JUST TRY NEW THINGS EVERYTIME,9
Several times a week,"To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for dinner;Holidays provide by VIT university,Hygiene,10 -- 15 minutes,Less than Rs.200,Tara Ma,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,"Water in pouch, leads to improper disposal of platic.","Ramba chicken with butter naan, chicken briyani, fish curry with rice",7
About once a week,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Darling barbeque,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Neutral,When the food takes long time to serve,"Grilled barbeque chicken, pasta, desert",8
Several times a week,"For special events (birthdays, Valentine's Day, etc.)",Weekdays for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Crowd,"AC,dish,people",8
2-3 times a month,"To eat something different, food I don't eat often",Holidays provide by VIT university,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,It takes 10 minutes time to get a table,"Planner masala, egg curry, mushroom planner masala",8
About once a week,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,quality,"starters,chapati,non veg items",8
About once a week,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Salim,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Doesn't get the magical flavour of fast foods ,"Chilli chicken,butter naan,mushroom 65",7
2-3 times a month,"To eat good food;To eat something different, food I don't eat often",Weekdays for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Darling barbeque,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Buffet,Browny ,8
Several times a week,To eat good food,Weekdays for lunch;Weekdays for dinner,A fast and friendly service,10 -- 15 minutes,Less than Rs.200,Chandni chowk,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Nothing,"Quantity, Quality, Service",10
About once a week,To eat good food,Weekend for lunch,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Salim,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,ambience,"PBM, roti",7
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for lunch,Variety of dishes,10 -- 15 minutes,Between Rs.200 and Rs.400,China Town,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Staff,honey chilli potato,7
Several times a week,To eat good food,Weekdays for dinner;Weekend for dinner,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.400 and Rs.500,Darling barbeque,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,the ambience of the place and the side grills with all the meat being barbequed,1.) tangaari chicken 2.) shrimps 3.) grilled pineapple,8
About once a week,To eat good food,Weekend for dinner,Food quality (with quality ingredients),Not prepared to wait at all,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Only one TV set, that too in the far entry gate side :P 😂
Rest is fine. ","Fish Rice, Ramba Chicken, Punjabi Chicken",9
Several times a week,To eat good food,Weekend for dinner,Food quality (with quality ingredients),Not prepared to wait at all,Less than Rs.200,Darling barbeque,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,The service was not upto the mark.,"Tandoori chicken, pineapple juice , paneer tikka",9
Daily,To go out,Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Variety of dishes,5 -- 10 minutes,Less than Rs.200,Bihari Dhaba,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Service,"Briyani , rolls, lassi",8
2-3 times a month,To eat good food,Weekend for lunch,Variety of dishes,10 -- 15 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Nothing,Paneer,7
Several times a week,To go out,Weekdays for dinner,A fast and friendly service,10 -- 15 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Neutral,Ambience,Haven't tried the whole menu,8
About once a week,To go out,Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Hundreds,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Time taking. ,I don't really remember as such. ,7
About once a week,"To go out;To eat good food;To eat something different, food I don't eat often",Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),15 -- 30 minutes,Less than Rs.200,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Rush,Chicken Makhani,8
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Yaseen,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,DTMKC,DTMKC,8
About once a month,"To go out;To eat good food;To eat something different, food I don't eat often",Weekend for lunch,Hygiene,10 -- 15 minutes,Between Rs.200 and Rs.400,Earth plate,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,The service is sometimes a bit slow,"Atmosphere, food quality, food",9
About once a month,"To eat something different, food I don't eat often",Weekend for lunch;Holidays provide by VIT university,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.200 and Rs.400,Bihari Dhaba,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Serving sometimes delayed ,"Paneer bhurji, Butter naana and shahi paneer",8
Several times a week,"To eat something different, food I don't eat often",Weekdays for dinner,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Vellore Kitchen,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Huge prices,Paneer,8
Daily,To go out,Weekdays for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Tara Ma,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Time,"Tara ma,China Valley,Bihari",8
2-3 times a month,"To eat something different, food I don't eat often",Weekend for lunch;Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Salim,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Service is somewhat late.,"Mushroom Masala,Chilli Paneer,Ramba Chicken",7
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Hygiene,15 -- 30 minutes,Between Rs.400 and Rs.500,Bihari Dhaba,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No as such,"Hygiene, service, quality ",10
About once a week,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Chandni chowk,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,....,Butter chicken only,7
About once a month,"To eat something different, food I don't eat often",Holidays provide by VIT university,Affordable prices,10 -- 15 minutes,Less than Rs.200,Earth plate,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,High price,"Paneer ,naan,noodles",8
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for lunch;Weekdays for dinner;Weekend for lunch,Variety of dishes,10 -- 15 minutes,Between Rs.200 and Rs.400,Hundreds,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,No,"Dal makhni, afghani paneer, garlic naans",8
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),15 -- 30 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Lack of Hygiene.,Can't say.,7
About once a week,"To eat something different, food I don't eat often",Weekdays for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.400 and Rs.500,Vellore Kitchen,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Cost effectiveness,"Starters, Variety of drinks, Acceptance of altering food as per taste.",8
Several times a week,To go out;To eat good food,Weekdays for lunch;Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.400 and Rs.500,Earth plate,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,.,.,7
